Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2503.00,10-08-2015,Actionable Analytics,Machine Learning Platform,nan,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,N/A,N/A
2504.00,10-08-2015,MyPoolin,mobile social network,nan,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"₹ 2,50,000.00",QPrize Contest Winners
2505.00,10-08-2015,NearBuy (previously groupon India),Hyper-Local Ecommerce,nan,New Delhi,Sequoia Capital,Private Equity,"₹ 1,60,00,000.00",Series A
2506.00,10-08-2015,Inkmonk,Online printing marketplace,nan,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"₹ 2,50,000.00",
2507.00,10-08-2015,ToneTag,mobile payment software platform,nan,Bangalore,Reliance Capital Venture,Private Equity,"₹ 10,00,000.00",Series A
2508.00,10-08-2015,Grey Orange,Automated Storage & Warehousing Solution,nan,Gurgaon,Tiger Global Management,Private Equity,"₹ 3,00,00,000.00",Series B
2509.00,11-08-2015,Livspace,Home Design & Dcor solutions,nan,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"₹ 80,00,000.00",Series A
2510.00,11-08-2015,WOW! MOMO,Quick Service Restaurant Chain,nan,Kolkata,Indian Angel Network,Seed Funding,"₹ 16,00,000.00",
2511.00,11-08-2015,RainCan,Subscription based Online Grocery platform,nan,Pune,Ajeet Khurana & Others,Seed Funding,"₹ 1,00,000.00",
2512.00,11-08-2015,Allygrow Technologies,engineering services company,nan,Mumbai,Zodius Technology Fund,Private Equity,"₹ 2,00,00,000.00",Series A
2513.00,11-08-2015,Infogain,Business and IT consulting,nan,New Delhi / US,ChrysCapital,Private Equity,"₹ 6,30,00,000.00",N/A
2514.00,12-08-2015,OneAssist,Credit Card Fraud protection solutions,nan,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"₹ 75,00,000.00",Series B
2515.00,12-08-2015,BigBasket,Online & mobile Grocery store,nan,Bangalore,Bessemer Venture Partners,Private Equity,"₹ 5,00,00,000.00",Series C
2516.00,12-08-2015,Sheroes,Career Community for Women,nan,Noida,"Quintillion Media, 500 Startups",Seed Funding,"₹ 7,70,000.00",
2517.00,12-08-2015,Scripbox,Mutual Fund Investing platform,nan,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"₹ 25,00,000.00",Series A
2518.00,13-08-2015,etaout,Ecommerce Marketing Software Platform,nan,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham & Group of other Angel investors",Seed Funding,"₹ 5,00,000.00",
2519.00,13-08-2015,IFMR Holdings,Financial Inclusion platform,nan,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"₹ 2,50,00,000.00",Series B
2520.00,13-08-2015,Massblurb,Digital Marketing automation solution,nan,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,N/A,N/A
2521.00,13-08-2015,Agrostar,Mobile Commerce for Farmers,nan,Pune,IDG Ventures,Private Equity,"₹ 40,00,000.00",Series A
2522.00,14-08-2015,VoxWeb,Picture based Social App,nan,Mumbai,Jitendra Gupta & others,Seed Funding,"₹ 1,00,000.00",
2523.00,14-08-2015,Trukky,Logistics service platform,nan,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"₹ 2,45,000.00",
2524.00,14-08-2015,VanityCube,On-Demand Beauty Services,nan,New Delhi,Group of angel investors,Seed Funding,N/A,N/A
2525.00,17-08-2015,Edu4Share,Exam Preparation Platform,nan,New Delhi,Nalin Jain & other angel investors,Seed Funding,"₹ 2,20,000.00",
2526.00,17-08-2015,YourStory,Startup Focused Online Publisher,nan,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,N/A,N/A
2527.00,17-08-2015,Sampurnearth,Waste Management Solutions,nan,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"₹ 1,60,000.00",
2528.00,17-08-2015,Orobind,App based Fitness coaching,nan,Bangalore,Existing & New Investors,Private Equity,N/A,pre series A
2529.00,17-08-2015,Fixy,On demand cleaning & fixing services,nan,Mumbai,VentureNursery,Seed Funding,N/A,N/A
2530.00,17-08-2015,MSM Box,Beauty & Lifestyle platform,nan,New Delhi,Rohit Goel,Seed Funding,N/A,N/A
2531.00,17-08-2015,ShadowFax,on-demand delivery service,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"₹ 3,10,000.00",
2532.00,17-08-2015,Gadgets 360,Car & Bike ecommerce platform,nan,New Delhi,One97 Communications,Private Equity,N/A,Strategic Investment
2533.00,18-08-2015,Roposo,Fashion Discovery platform,nan,Gurgaon,Tiger Global,Private Equity,"₹ 1,50,00,000.00",Series B
2534.00,18-08-2015,IntelligenceNODE,Data Analytics Platform,nan,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"₹ 42,00,000.00",Series A
2535.00,18-08-2015,HyperVerge,Deep Learning Cloud Algorithms,nan,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"₹ 10,00,000.00",
2536.00,18-08-2015,Twyst,Location based engagement & rewards platform,nan,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,N/A,N/A
2537.00,18-08-2015,IDfy,Online Identity Verification Services platform,nan,Mumbai,"NEA, Blume Ventures & others",Private Equity,N/A,Series A
2538.00,18-08-2015,Zoojoo.be,Corporate Wellness App,nan,Bangalore,RoundGlass Partners,Private Equity,"₹ 10,00,000.00",Series A
2539.00,19-08-2015,Fashionove,Fashion Search & Review Platform,nan,Kolkata,Umesh Yadav,Seed Funding,N/A,N/A
2540.00,19-08-2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",nan,Mumbai,Unilazer Ventures,Private Equity,"₹ 24,00,000.00",
2541.00,19-08-2015,Envoged,pre-owned Luxury online apparel seller,nan,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,N/A,N/A
2542.00,19-08-2015,MebelKart,Online Furniture Marketplace,nan,Bangalore,AskMe,Private Equity,"₹ 2,00,00,000.00",
2543.00,20-08-2015,LabsAdvisor,Online Diagnostic Tests Marketplace,nan,New Delhi,Group of Angel Investors,Seed Funding,"₹ 1,56,000.00",
2544.00,20-08-2015,Flatpebble,Online marketplace for Photographers,nan,Hyderabad,Indian Angel Network,Seed Funding,"₹ 6,00,000.00",
2545.00,20-08-2015,Bluegape.com,Visual Blogging platform,nan,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"₹ 6,00,000.00",
2546.00,21-08-2015,ePoise,Job Search Platform,nan,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"₹ 5,00,000.00",
2547.00,24-08-2015,Jolly Food Fellow,Food Customer analytics platform,nan,Ahmedabad,The 1947,Seed Funding,"₹ 3,00,000.00",
2548.00,24-08-2015,BookMeIn,Professional Service Appointment booking service,nan,Mumbai,Ajmera Group of Companies,Seed Funding,"₹ 4,00,000.00",
2549.00,24-08-2015,iZofy,Scientific Horoscope Online Assistance platform,nan,Kolkata,Prime Capital Markets Ltd,Seed Funding,N/A,N/A
2550.00,24-08-2015,rBus,Tech enabled AC bus service,nan,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,N/A,N/A
2551.00,25-08-2015,Qyk App,On-Demand App based Professional service provider,nan,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"₹ 10,00,000.00",pre-series A
2552.00,25-08-2015,EazyDiner,Restaurant Reservation Platform,nan,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"₹ 30,00,000.00",Series A
2553.00,25-08-2015,RevX,Cross-channel CRM platform,nan,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"₹ 40,00,000.00",Series A
2554.00,25-08-2015,ICustomMadeIt,Professional Custom creators Marketplace,nan,Pune,Group of Angel Investors,Seed Funding,"₹ 2,50,000.00",
2555.00,26-08-2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,nan,New Delhi,GHV Accelerator,Seed Funding,"₹ 1,00,000.00",
2556.00,26-08-2015,Belita,On-Demand Beauty Service,nan,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"₹ 4,00,000.00",
2557.00,26-08-2015,EzySolare,solar products and services marketplace,nan,Ahmedabad,Infuse Ventures,Seed Funding,N/A,N/A
2558.00,26-08-2015,FoodTalkIndia,Online Food Community Platform,nan,Gurgaon,Undisclosed Investor,Seed Funding,"₹ 5,00,000.00",
2559.00,27-08-2015,InstaSafe,Private Cloud Networks SAAS platform,nan,Bangalore,Group of Investors,Seed Funding,N/A,N/A
2560.00,27-08-2015,Eazy Coach,Education Marketplace,nan,Kolkata,Ravi Agarwal,Seed Funding,N/A,N/A
2561.00,27-08-2015,Djubo.com,Cloud Based Hotel Sales Platform,nan,New Delhi,Ibibo Group,Private Equity,N/A,Strategic Investment
2562.00,28-08-2015,BetterButter.in,online recipe sharing platform,nan,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,N/A,N/A
2563.00,28-08-2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,nan,Bangalore,Rocket Internet,Private Equity,"₹ 20,00,000.00",Pre-Series A
2564.00,28-08-2015,RollMafia,QSR Restaurant Chain,nan,Pune,Equentia Natural Resources,Seed Funding,"₹ 1,60,000.00",
2565.00,29-08-2015,iamwire,Digital Media publishing platform,nan,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,N/A,N/A
2566.00,31-08-2015,DropKaffe,Online Coffee Delivery platform,nan,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"₹ 3,00,000.00",
2567.00,31-08-2015,Reverie,Language Localization Cloud platform,nan,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"₹ 40,00,000.00",Series A
2568.00,31-08-2015,Infinite Analytics,Big Data & predictive Analysis Platform,nan,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,N/A,Bridge Round
2569.00,01-07-2015,Parcelled,Online Logistics Platform,nan,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,N/A,N/A
2570.00,01-07-2015,Retigence Technologies,Business IT Intelligence Services,nan,Mumbai,Omnivore Partners,Private Equity,N/A,Series A
2571.00,01-07-2015,Cloudcherry Analytics,CRM / Analytics platform,nan,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"₹ 10,00,000.00",
2572.00,01-07-2015,HandyHome,Hyperlocal Electronics repair Service,nan,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"₹ 6,30,000.00",
2573.00,01-07-2015,iDreamCareer,Ed-Tech Platform,nan,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,N/A,N/A
2574.00,01-07-2015,Ola Cabs,Cab rental Mobile app,nan,Bangalore,Ratan Tata,Private Equity,N/A,Personal Investment
2575.00,01-07-2015,NxtGen,IT infrastructure & Data Center services,nan,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,"₹ 1,35,00,000.00",Series A
2576.00,02-07-2015,BankBazaar,Online Financial Services,nan,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,"₹ 6,00,00,000.00",Series C (More here)
2577.00,02-07-2015,Gozoomo,Used Car Marketplace,nan,Bangalore,SAIF Partners,Private Equity,"₹ 50,00,000.00",Series A
2578.00,02-07-2015,Zenatix,Internet of Things platform,nan,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,"₹ 1,61,000.00",
2579.00,03-07-2015,CultureAlley,Language Learning App,nan,Jaipur,Tiger Global,Private Equity,"₹ 65,00,000.00",Series A
2580.00,03-07-2015,Goqii,Mobile Fitness Marketplace,nan,Mumbai,Vijay Shekhar Sharma,Private Equity,N/A,Pre-Series A
2581.00,03-07-2015,Gingercrush,Custom Merchandize platform,nan,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,"₹ 10,00,000.00",
2582.00,04-07-2015,Elanic,P2P Pre-owned goods marketplace,nan,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,N/A,N/A
2583.00,04-07-2015,Stitchwood,Custom Furniture Marketplace,nan,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,"₹ 3,95,000.00",
2584.00,05-07-2015,Urban Tailor,Online Tailoring Services,nan,Bangalore,Group of angel investors,Seed Funding,N/A,N/A
2585.00,06-07-2015,ConfirmtTkt,Rail Ticket Confirmation predictor,nan,Bangalore,Pravin Agarwala & others,Seed Funding,N/A,N/A
2586.00,06-07-2015,Paper Boat,Ethnic Beverages manufacturer,nan,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,"₹ 3,00,00,000.00",Series B
2587.00,06-07-2015,getNow,Hyperlocal Goods marketplace,nan,Nagpur,Atulya Mittal,Seed Funding,N/A,N/A
2588.00,07-07-2015,Wudstay,Budget Accommodation aggregator,nan,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,"₹ 30,00,000.00",Series A
2589.00,07-07-2015,Liases Foras,Real Estate Rating & Analysis,nan,New Delhi,DMG information Asia Pacific,Private Equity,"₹ 50,00,000.00",Series A
2590.00,07-07-2015,Eatlo,Food Delivery platform,nan,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,N/A,N/A
2591.00,07-07-2015,IndiaLends,Financial Tech,nan,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,N/A,Pre-Series A
2592.00,08-07-2015,Quinto,Food Discovery App,nan,Pune,Jaydeep Barman,Seed Funding,N/A,N/A
2593.00,08-07-2015,Saavn,Music Streaming App,nan,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,"₹ 10,00,00,000.00",Series C
2594.00,08-07-2015,Flytxt,Big Data & Analytics platform,nan,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,"₹ 1,10,00,000.00",Series A
2595.00,08-07-2015,Axtria,Big Data & Analytics platform,nan,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,"₹ 3,00,00,000.00",Series C
2596.00,08-07-2015,33Coupons,Coupon Aggregator Platform,nan,Kanpur,Not Disclosed,Seed Funding,"₹ 20,000.00",
2597.00,08-07-2015,Ampere,Electric Scooter manufacturer,nan,Coimbatore,Ratan Tata,Seed Funding,N/A,N/A
2598.00,08-07-2015,Hopping Chef,Online Food-Tech Platform,nan,Mumbai,Mirah Hospitality,Seed Funding,"₹ 4,70,000.00",Strategic Investment
2599.00,08-07-2015,Collectabillia,Celebrity Fashion Brand,nan,Bangalore,Accel Partners,Private Equity,"₹ 75,00,000.00",Series B
2600.00,08-07-2015,Lendingkart,Online Finance lending platform,nan,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,"₹ 1,00,00,000.00",Series A
2601.00,08-07-2015,Lybrate,Healthcare Mobile App,nan,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,"₹ 1,02,00,000.00",Series A
2602.00,08-07-2015,Zoomcar,Self-driven vehicle rental,nan,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,"₹ 1,10,00,000.00",Series B
2603.00,09-07-2015,News in shorts,News Aggregator mobile app,nan,Noida,Tiger Global,Private Equity,"₹ 2,00,00,000.00",Series B
2604.00,09-07-2015,Bluestone,Online Jewellery Store,nan,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"₹ 1,62,00,000.00",
2605.00,09-07-2015,Shopsity,Fashion Info Aggregator App,nan,Gurgaon," Sandeep Aggarwal, Teruhide Sato",Seed Funding,N/A,N/A
2606.00,09-07-2015,Notesgen,Online Study Notes Marketplace,nan,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,N/A,N/A
2607.00,10-07-2015,Infinity Assurance,Warranty Programs Service Administration,nan,New Delhi,Indian Angel Network,Seed Funding,"₹ 6,00,000.00",
2608.00,10-07-2015,Footprints Education,Pre-School Chain,nan,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"₹ 6,85,000.00",
2609.00,10-07-2015,Loylty Rewards,Premium Loyalty Rewards Point Management,nan,Mumbai,IndianIdeas.com,Private Equity,"₹ 1,93,50,000.00",Late Stage
2610.00,13-07-2015,Ameyo,Contact Center Software Platform,nan,Gurgaon,Forum Synergies PE Fund,Private Equity,"₹ 50,00,000.00",Series A
2611.00,13-07-2015,Mamagoto,Casual Dining restaurant Chain,nan,New Delhi,Goldman Sachs,Private Equity,"₹ 1,00,00,000.00",Series A
2612.00,13-07-2015,Satvacart,Online Grocery Delivery,nan,Gurgaon,Palaash Ventures,Seed Funding,N/A,N/A
2613.00,14-07-2015,MySmartPrice,Online comparison engine,nan,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,"₹ 1,00,00,000.00",Series B
2614.00,14-07-2015,Zenify,Residential Rental management platform,nan,Bangalore,Atul Jalan,Seed Funding,N/A,N/A
2615.00,14-07-2015,Boxmyspace,Physical Storage warehouses,nan,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,"₹ 3,00,000.00",
2616.00,14-07-2015,HackerRank,Tech Recruitment platform,nan,Bangalore,HR Technology fund,Private Equity,"₹ 75,00,000.00",Series C
2617.00,14-07-2015,WickedRide,Bike Rental Platform,nan,Bangalore,Undisclosed,Seed Funding,"₹ 7,90,000.00",
2618.00,14-07-2015,WoWexpress,Tech enabled logistics platform,nan,Mumbai,Tamarind Family Private Trust,Seed Funding,"₹ 5,00,000.00",
2619.00,15-07-2015,Oyo Rooms,Budget Hotel Accommodation,nan,Gurgaon,"Softbank, Sequoia Capital",Private Equity,"₹ 10,00,00,000.00",Series B
2620.00,15-07-2015,Mobikon,Restaurant customer engagement platform,nan,Pune,Jungle Ventures,Private Equity,"₹ 23,00,000.00",Series B
2621.00,15-07-2015,InstaLively.com,Live video streaming app,nan,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,N/A,N/A
2622.00,15-07-2015,Roadrunnr,Hyper local logistics platform,nan,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,"₹ 1,10,00,000.00",Series A
2623.00,16-07-2015,Ketto,Crowd Funding Platform,nan,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,"₹ 7,00,000.00",
2624.00,17-07-2015,QuikWallet,F&B sector Mobile Payment platform,nan,Mumbai,Snow Leopard Technology Ventures,Private Equity,"₹ 16,00,000.00",Follow on Funding
2625.00,17-07-2015,Omnikart,Industrial Supplies B2B ecommerce,nan,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,"₹ 1,00,000.00",
2626.00,20-07-2015,Zo Rooms,Online budget hotel chain,nan,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,"₹ 1,50,00,000.00",No confirmation
2627.00,20-07-2015,Innoviti,Payment Solutions platform,nan,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,"₹ 48,50,000.00",Series A
2628.00,21-07-2015,ZenRadius,Online Hiring Platform,nan,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,N/A,N/A
2629.00,21-07-2015,Joy by nature,Organic Food ecommerce,nan,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,"₹ 10,00,000.00",Series A
2630.00,22-07-2015,Iqlect,Big Data & Analytics platform,nan,Bangalore,Exfinity Venture Partners,Private Equity,"₹ 20,00,000.00",Series A
2631.00,22-07-2015,deGustibus,Fine Dining Restaurant Chain,nan,Mumbai,India Value Fund Advisors,Private Equity,"₹ 3,00,00,000.00",Late Stage
2632.00,23-07-2015,Nestaway,Luxury Rental Homes,nan,Bangalore,"Flipkart, Tiger Global",Private Equity,"₹ 1,27,50,000.00",Series A
2633.00,23-07-2015,Mswipe,Mobile Point of Sale payment solution,nan,N/A,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,"₹ 2,50,00,000.00",Series B
2634.00,23-07-2015,Myonsto,Online Grocers,nan,Ahmedabad,Jayant Bokadia,Seed Funding,"₹ 3,20,000.00",
2635.00,23-07-2015,iCrushiFlush,Casual Dating App,nan,Mumbai,IDG Ventures India,Seed Funding,N/A,N/A
2636.00,23-07-2015,MedGenome,Clinical Genomics Provider,nan,Bangalore,Sequoia Capital,Private Equity,"₹ 2,00,00,000.00",Series B
2637.00,23-07-2015,HolidayIQ,Travel information portal,nan,Bangalore,MakeMyTrip,Private Equity,"₹ 1,50,00,000.00",Strategic Investment
2638.00,23-07-2015,Fitternity,Fitness Marketplace,nan,Mumbai,Exfinity Venture Partners,Private Equity,"₹ 10,00,000.00",Series A
2639.00,23-07-2015,Quikr,Online & Mobile classified listings,nan,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,"₹ 6,00,00,000.00",Late Stage
2640.00,23-07-2015,JetSetGo,Private Jet/ Helicopter Marketplace,nan,New Delhi,YourWeCan Ventures,Seed Funding,N/A,N/A
2641.00,24-07-2015,BroEx,Real Estate Broker network App,nan,Gurgaon,Lightspeed India,Private Equity,"₹ 10,00,000.00",Bridge round
2642.00,25-07-2015,Shopatplaces,Ethnic/ Traditional Fashion Store,nan,New Delhi,Indian Angel Network,Seed Funding,N/A,N/A
